"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-07-25","0.0","0.0","0.0","25.0","11.1","12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-07-26","6.4","0.0","0.0","23.9","11.1","12.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-07-27","7.9","0.0","0.0","17.8","11.7","12.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-07-28","0.0","0.0","0.0","18.9","7.8","7.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-07-29","0.0","0.0","0.0","22.8","7.8","9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-07-30","0.0","0.0","0.0","25.6","8.9","10.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-07-31","0.0","0.0","0.0","25.6","8.9","11.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-01","0.0","0.0","0.0","26.7","8.9","13.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-02","10.2","0.0","0.0","20.0","9.4","9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-03","0.0","0.0","0.0","20.0","7.2","10.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-04","5.8","0.0","0.0","21.7","10.0","18.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-05","8.9","0.0","0.0","26.1","16.7","18.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-06","0.0","0.0","0.0","27.2","17.8","17.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-07","0.0","0.0","0.0","25.0","8.9","9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-08","0.0","0.0","0.0","23.3","9.4","14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-09","6.6","0.0","0.0","26.1","13.3","13.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-10","0.0","0.0","0.0","26.1","13.3","14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-11","0.0","0.0","0.0","27.2","13.9","15.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-12","0.0","0.0","0.0","28.9","11.7","12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-13","0.0","0.0","0.0","28.9","12.2","15.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-14","0.0","0.0","0.0","28.3","15.0","16.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-15","2.0","0.0","0.0","28.3","16.1","18.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-16","0.0","0.0","0.0","30.6","16.7","20.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-17","0.0","0.0","0.0","26.1","13.9","14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-18","0.0","0.0","0.0","26.7","14.4","15.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-19","0.0","0.0","0.0","22.2","11.7","13.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-20","0.0","0.0","0.0","24.4","13.3","14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-21","0.0","0.0","0.0","24.4","14.4","14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-22","0.0","0.0","0.0","18.9","6.7","6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-23","0.0","0.0","0.0","22.2","6.7","7.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-24","0.0","0.0","0.0","23.9","7.8","16.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-25","11.7","0.0","0.0","18.3","15.6","16.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-26","0.0","0.0","0.0","21.7","13.3","15.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-27","7.4","0.0","0.0","24.4","15.6","19.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-28","10.9","0.0","0.0","26.7","15.6","17.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-29","0.8","0.0","0.0","21.1","10.0","10.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-30","0.0","0.0","0.0","16.1","5.6","6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-08-31","0.5","0.0","0.0","20.0","6.7","15.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-01","0.0","0.0","0.0","24.4","15.0","19.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-02","1.5","0.0","0.0","25.0","19.4","19.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-03","0.8","0.0","0.0","23.3","12.8","12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-04","11.2","0.0","0.0","23.9","12.2","17.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-05","36.3","0.0","0.0","21.7","17.8","17.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-06","0.5","0.0","0.0","17.8","3.3","3.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-07","0.0","0.0","0.0","18.9","3.3","5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-08","0.0","0.0","0.0","20.6","5.0","9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-09","0.0","0.0","0.0","19.4","6.1","8.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-10","0.0","0.0","0.0","18.3","4.4","4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-11","0.0","0.0","0.0","20.0","4.4","14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-12","0.0","0.0","0.0","24.4","14.4","15.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-13","0.0","0.0","0.0","26.1","15.0","15.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-14","0.0","0.0","0.0","25.0","15.0","15.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-15","0.0","0.0","0.0","27.2","15.6","18.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-16","0.3","0.0","0.0","28.3","18.3","18.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-17","0.0","0.0","0.0","27.2","14.4","17.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-18","0.0","0.0","0.0","26.1","11.7","11.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-19","0.3","0.0","0.0","13.9","10.6","11.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-20","2.5","0.0","0.0","13.9","11.7","12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-21","25.1","0.0","0.0","18.9","12.8","13.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-22","0.5","0.0","0.0","13.3","0.6","0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-23","0.0","0.0","0.0","15.0","0.0","6.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-24","0.0","0.0","0.0","18.9","5.6","11.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-25","0.8","0.0","0.0","20.6","11.1","12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-26","3.3","0.0","0.0","13.3","5.0","5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-27","0.5","0.0","0.0","12.2","5.0","7.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-28","8.4","0.0","0.0","12.2","5.0","5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-29","2.5","0.0","0.0","8.3","-2.2","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-09-30","0.0","0.0","0.0","6.1","-1.7","2.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-01","0.0","0.0","0.0","8.9","2.8","5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-02","7.4","0.0","0.0","9.4","5.0","5.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-03","6.4","0.0","0.0","11.7","5.6","10.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-04","34.5","0.0","0.0","20.0","2.2","2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-05","7.1","0.0","0.0","6.7","1.7","2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-06","1.3","0.0","0.0","6.7","1.7","6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-07","0.0","0.0","0.0","8.3","3.3","3.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-08","2.8","0.0","0.0","7.2","3.3","6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-09","24.4","0.0","0.0","12.8","6.7","6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-10","35.6","0.0","0.0","7.8","3.9","5.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-11","8.9","0.0","0.0","8.3","2.2","2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-12","1.3","0.0","0.0","2.2","-2.2","-2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-13","0.0","0.0","0.0","-0.6","-5.6","-2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-14","0.0","0.0","0.0","7.8","-2.2","0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-15","1.8","23.0","25.0","2.8","-2.2","-2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-16","0.0","0.0","0.0","2.8","-2.2","1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-17","0.0","0.0","0.0","10.0","-1.7","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-18","0.0","0.0","0.0","3.9","-5.6","-3.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-19","0.0","0.0","0.0","15.0","-3.9","10.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-20","2.0","8.0","0.0","13.3","0.0","0.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-21","0.5","13.0","0.0","0.0","-5.6","-5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-22","0.0","0.0","0.0","6.1","-5.6","-5.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-23","0.0","0.0","0.0","12.2","-5.6","1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-24","0.0","0.0","0.0","6.1","-5.6","-5.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-25","1.3","0.0","0.0","8.3","-6.1","1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-26","0.0","0.0","0.0","11.7","0.6","0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-27","0.0","0.0","0.0","10.0","0.6","4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-28","5.1","0.0","0.0","8.9","3.3","3.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-29","1.5","0.0","0.0","5.6","2.8","2.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-30","0.0","0.0","0.0","6.7","-1.7","3.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-10-31","4.1","0.0","0.0","7.8","-1.7","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-01","0.0","0.0","0.0","7.8","-6.7","-6.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-02","0.0","0.0","0.0","3.3","-6.7","-2.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-03","0.0","0.0","0.0","3.3","-2.8","-0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-04","0.0","0.0","0.0","5.6","-1.7","1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-05","20.8","56.0","25.0","5.6","0.0","0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-06","4.3","0.0","0.0","2.8","0.6","2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-07","8.9","5.0","0.0","3.9","-2.2","-2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-08","0.5","0.0","0.0","0.6","-5.6","-5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-09","3.0","33.0","25.0","-3.3","-7.2","-6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-10","3.3","51.0","76.0","-5.0","-9.4","-8.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-11","2.3","43.0","102.0","-6.1","-9.4","-7.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-12","2.3","23.0","127.0","-4.4","-8.3","-8.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-13","0.0","0.0","102.0","-6.1","-12.8","-12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-14","0.0","0.0","76.0","-8.3","-17.2","-15.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-15","0.0","0.0","51.0","-2.2","-15.6","-6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-16","0.8","8.0","51.0","1.7","-6.7","-0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-17","1.0","5.0","51.0","-0.6","-7.8","-7.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-18","0.0","0.0","51.0","-5.0","-18.9","-17.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-19","2.5","38.0","102.0","-4.4","-17.8","-7.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-20","0.3","10.0","102.0","-4.4","-14.4","-12.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-21","1.3","36.0","127.0","-7.2","-12.2","-11.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-22","0.0","0.0","102.0","-8.9","-11.7","-8.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-23","0.0","0.0","102.0","0.6","-8.9","0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-24","3.0","0.0","25.0","6.7","0.6","1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-25","4.1","5.0","25.0","2.2","-4.4","-4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-26","0.0","0.0","25.0","-3.9","-7.2","-7.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-27","0.0","0.0","25.0","-6.7","-10.6","-10.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-28","0.5","8.0","25.0","-7.8","-11.1","-8.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-29","0.8","13.0","51.0","-6.1","-8.9","-6.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-11-30","1.5","15.0","76.0","-2.8","-6.1","-3.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-01","0.0","0.0","51.0","-1.7","-5.0","-4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-02","3.0","33.0","76.0","-1.1","-4.4","-2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-03","1.8","5.0","51.0","-1.7","-5.6","-5.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-04","0.0","0.0","51.0","-3.9","-8.3","-8.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-05","0.0","0.0","51.0","-3.9","-8.3","-8.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-06","1.0","13.0","76.0","-3.9","-10.0","-9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-07","0.0","0.0","51.0","-7.2","-19.4","-19.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-08","0.3","3.0","51.0","-8.9","-19.4","-14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-09","0.0","0.0","51.0","-4.4","-19.4","-7.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-10","0.0","0.0","51.0","-1.7","-15.0","-14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-11","0.0","0.0","51.0","-3.9","-14.4","-6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-12","0.0","0.0","51.0","-3.9","-6.7","-3.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-13","0.0","0.0","51.0","-1.7","-3.9","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-14","0.0","0.0","51.0","0.6","-6.7","-6.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-15","0.0","0.0","51.0","3.3","-11.1","-10.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-16","0.0","0.0","51.0","6.1","-10.6","-5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-17","0.0","0.0","51.0","5.6","-8.3","-8.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-18","0.0","0.0","51.0","-2.8","-11.7","-7.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-19","0.0","0.0","51.0","3.3","-7.8","-0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-20","0.3","0.0","25.0","3.3","-7.8","0.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-21","0.8","10.0","25.0","0.6","-6.1","-6.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-22","0.0","0.0","25.0","-6.1","-9.4","-8.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-23","0.0","0.0","25.0","-4.4","-8.9","-4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-24","2.3","23.0","51.0","-3.3","-9.4","-9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-25","0.0","0.0","51.0","-5.6","-12.8","-12.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-26","0.0","0.0","51.0","-4.4","-12.2","-10.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-27","6.4","56.0","102.0","0.0","-10.0","0.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-28","13.0","0.0","76.0","1.1","-3.3","-3.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-29","1.0","13.0","102.0","-3.3","-13.3","-12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-30","0.0","0.0","102.0","-9.4","-13.9","-10.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2018-12-31","0.0","0.0","102.0","-3.9","-10.6","-6.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-01","0.8","10.0","102.0","-3.3","-12.8","-12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-02","0.0","0.0","102.0","-8.9","-20.0","-11.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-03","0.0","0.0","76.0","-6.1","-11.7","-6.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-04","0.0","0.0","76.0","2.8","-6.1","-5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-05","0.0","0.0","76.0","5.0","-6.7","-5.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-06","0.0","0.0","76.0","3.9","-6.1","-5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-07","11.4","53.0","102.0","-1.1","-5.0","-1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-08","0.0","0.0","76.0","1.1","-1.7","-1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-09","0.8","10.0","76.0","-0.6","-13.9","-13.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-10","0.3","3.0","76.0","-11.1","-14.4","-12.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-11","0.0","0.0","76.0","-8.9","-12.2","-9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-12","0.0","0.0","76.0","-3.3","-9.4","-6.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-13","0.0","0.0","76.0","-5.6","-10.0","-9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-14","0.0","0.0","76.0","-3.3","-10.0","-4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-15","0.3","0.0","76.0","-2.2","-5.0","-5.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-16","0.3","3.0","76.0","-3.3","-12.8","-12.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-17","0.0","0.0","76.0","-10.0","-21.1","-15.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-18","0.5","15.0","102.0","-7.8","-22.8","-22.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-19","0.0","0.0","102.0","-7.8","-22.8","-21.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-20","0.0","0.0","102.0","-12.2","-28.3","-25.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-21","0.0","0.0","102.0","-16.1","-29.4","-28.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-22","0.8","10.0","102.0","-9.4","-29.4","-9.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-23","1.5","38.0","152.0","-9.4","-12.2","-11.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-24","0.5","15.0","178.0","-7.8","-11.7","-11.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-25","1.0","23.0","203.0","-8.9","-25.6","-25.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-26","0.0","0.0","178.0","-20.6","-33.9","-32.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-27","0.0","0.0","178.0","-15.6","-33.9","-27.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-28","0.8","13.0","178.0","-18.9","-28.3","-19.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-29","2.0","38.0","203.0","-15.6","-23.3","-21.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-30","0.0","0.0","178.0","-20.0","-31.7","-31.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-01-31","0.0","0.0","178.0","-20.0","-35.0","-35.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-01","0.0","0.0","178.0","-20.0","-35.0","-25.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-02","0.0","0.0","178.0","-10.0","-26.1","-13.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-03","0.0","0.0","178.0","0.0","-13.3","0.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-04","5.8","0.0","152.0","2.8","-1.7","-1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-05","3.3","0.0","152.0","-0.6","-15.0","-15.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-06","9.7","107.0","254.0","-11.1","-15.0","-11.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-07","2.0","20.0","254.0","-6.1","-11.1","-8.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-08","9.7","127.0","356.0","-7.2","-21.1","-21.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-09","0.0","0.0","305.0","-16.7","-31.7","-31.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-10","0.0","0.0","305.0","-12.8","-31.7","-14.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-11","4.6","81.0","381.0","-10.0","-16.7","-16.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-12","5.3","66.0","432.0","-7.2","-17.8","-8.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-13","18.5","340.0","711.0","-5.6","-11.7","-11.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-14","0.0","0.0","660.0","-5.0","-12.8","-7.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2019-02-15","1.5","18.0","635.0","-3.3","-18.3","-18.3"
